Post_ID;Platform;Hashtag;Content_Type;Region;Views;Likes;Shares;Comments;Engagement_Level
Post_1055;Twitter;#Fitness;Live Stream;Australia;1658817;280297;70901;36696;Medium
Post_1056;TikTok;#Fitness;Post;Brazil;2878436;149765;9840;42118;High
Post_1057;TikTok;#Challenge;Live Stream;Brazil;3730939;8927;36583;33397;Medium
Post_1058;TikTok;#Education;Video;USA;1951149;367712;57910;28894;Low
Post_1059;Instagram;#Tech;Live Stream;India;4031260;489680;10003;38423;High
Post_1060;TikTok;#Dance;Tweet;UK;800596;434086;82037;27401;High
Post_1061;Twitter;#Music;Live Stream;Japan;3059352;45964;49018;20424;Medium
Post_1062;YouTube;#Tech;Tweet;USA;489829;338839;69684;45590;High
Post_1063;YouTube;#Gaming;Video;Brazil;1775441;300600;92494;29780;Low
Post_1064;Twitter;#Fitness;Shorts;UK;3386425;804;77479;48511;Low
Post_1065;Instagram;#Gaming;Reel;India;3147828;488798;11213;28108;Low
Post_1066;TikTok;#Challenge;Shorts;Australia;1370433;360983;28865;7949;Medium
Post_1067;Twitter;#Viral;Tweet;USA;4329212;314231;36820;38094;Low
Post_1068;YouTube;#Comedy;Tweet;Brazil;1193284;301260;95595;13072;High
Post_1069;TikTok;#Comedy;Tweet;Japan;4969573;61124;69585;20780;High
Post_1070;YouTube;#Fitness;Post;Canada;131873;454436;93369;18730;Low
Post_1071;Twitter;#Viral;Tweet;Brazil;3380653;387333;43799;7391;High
Post_1072;Twitter;#Dance;Video;Brazil;4615991;4652;67987;39672;High
Post_1073;TikTok;#Tech;Shorts;Germany;864943;82684;91782;8394;High
Post_1074;Instagram;#Comedy;Post;UK;1263647;322686;75202;21411;High
Post_1075;YouTube;#Fashion;Post;USA;1984393;375236;99926;43802;Medium
Post_1076;TikTok;#Music;Reel;USA;3986858;90525;32612;1252;Medium
Post_1077;TikTok;#Fitness;Video;Brazil;1026460;195036;70291;35850;Low
Post_1078;TikTok;#Viral;Shorts;Germany;3391235;264956;65030;40163;High
Post_1079;Twitter;#Challenge;Video;Brazil;3216923;205624;63081;49107;Low
Post_1080;Instagram;#Dance;Tweet;USA;4841137;431351;625;19075;Medium
Post_1081;TikTok;#Gaming;Shorts;Brazil;2056554;5852;96016;26074;High
Post_1082;Instagram;#Music;Live Stream;Brazil;1889541;357123;24263;35214;Low
Post_1083;Instagram;#Fashion;Video;Brazil;353263;473924;71436;3303;High
Post_1084;Instagram;#Tech;Video;Canada;2385749;319160;12581;37720;Low
Post_1085;YouTube;#Comedy;Post;UK;2543088;334654;46205;44955;Low
Post_1086;Instagram;#Music;Reel;Germany;4826724;359660;68209;1169;High
Post_1087;TikTok;#Dance;Tweet;Canada;332982;248040;43908;44462;High
Post_1088;TikTok;#Viral;Reel;Brazil;243690;434643;49661;16049;Low
Post_1089;Instagram;#Education;Video;India;2780722;130632;4458;42849;Medium
Post_1090;Twitter;#Education;Post;Japan;4582230;284453;89108;46380;Medium
Post_1091;YouTube;#Fashion;Post;USA;4126761;108177;6409;1021;Medium
Post_1092;Twitter;#Fashion;Post;Brazil;2116294;479845;2280;48864;Low
Post_1093;Instagram;#Dance;Post;Canada;3724442;459724;55807;9912;Medium
Post_1094;Instagram;#Gaming;Tweet;Brazil;4170208;315259;26019;37399;Medium
Post_1095;Twitter;#Comedy;Shorts;Canada;1340034;92561;43545;32024;Low
Post_1096;YouTube;#Education;Post;India;2091486;222248;78214;42629;High
Post_1097;Twitter;#Fashion;Reel;Japan;4386555;119786;77421;45384;Low
Post_1098;YouTube;#Fashion;Tweet;UK;97528;402649;98985;48533;Medium
Post_1099;YouTube;#Viral;Live Stream;Germany;3781524;76341;10644;1692;Medium
Post_1100;TikTok;#Tech;Shorts;Japan;2076113;484384;39567;41864;Low
Post_1101;TikTok;#Music;Tweet;Brazil;3648938;224759;88368;34806;High
Post_1102;TikTok;#Dance;Live Stream;USA;1304352;334062;84453;42589;Medium
Post_1103;Instagram;#Viral;Tweet;Australia;4113719;371010;23116;29531;Low
Post_1104;TikTok;#Tech;Live Stream;Germany;2919564;36753;49519;6372;High
Post_1105;YouTube;#Gaming;Tweet;USA;4732496;365067;78267;37692;Low
Post_1106;Twitter;#Challenge;Shorts;Japan;2040652;407996;11598;40259;Low
Post_1107;YouTube;#Gaming;Live Stream;Canada;3380651;451739;2827;2335;High
Post_1108;YouTube;#Education;Video;India;2592595;237876;33780;36343;High
Post_1109;Instagram;#Gaming;Post;Canada;4284095;435610;44348;35611;High
Post_1110;YouTube;#Tech;Video;Brazil;1562200;236997;84050;12958;Medium
Post_1111;Twitter;#Fashion;Live Stream;USA;3305437;493487;69852;38719;High
Post_1112;YouTube;#Dance;Shorts;India;2293007;93269;84008;11949;Medium
Post_1113;Twitter;#Fashion;Shorts;UK;1191376;239380;16309;8387;Low
Post_1114;YouTube;#Viral;Live Stream;India;660930;336481;11129;35123;Low
Post_1115;TikTok;#Comedy;Live Stream;India;790471;245250;99730;49881;Medium
Post_1116;YouTube;#Comedy;Live Stream;Japan;4565789;300350;4163;15057;Medium
Post_1117;Instagram;#Fitness;Shorts;USA;1513083;352786;90781;29795;Low
Post_1118;Twitter;#Fashion;Shorts;Japan;3829879;145994;75122;11620;Low
Post_1119;YouTube;#Viral;Live Stream;Australia;2754577;351227;85607;43219;High
Post_1120;Twitter;#Fitness;Video;Canada;3497840;366736;65404;28802;High
Post_1121;Instagram;#Viral;Tweet;Germany;4746014;29305;89872;16323;Medium
Post_1122;Twitter;#Fitness;Video;Canada;4161787;343575;2003;19921;Medium
Post_1123;YouTube;#Dance;Video;India;3873103;121317;4727;38875;Medium
Post_1124;YouTube;#Viral;Tweet;Brazil;3620241;386951;38015;31259;High
Post_1125;YouTube;#Tech;Video;India;3722406;295942;27878;47869;Medium
Post_1126;YouTube;#Dance;Video;India;2975095;449386;33351;13313;High
Post_1127;YouTube;#Tech;Reel;Brazil;178206;37884;42111;34950;Low
Post_1128;TikTok;#Tech;Reel;Australia;2221223;69758;80790;38108;Medium
Post_1129;Twitter;#Fitness;Video;USA;3283134;413608;67001;12600;High
Post_1130;Twitter;#Dance;Live Stream;Germany;2215064;29791;99856;25420;High
Post_1131;Twitter;#Fashion;Video;Brazil;2189190;105704;95438;38438;Low
Post_1132;Instagram;#Fitness;Live Stream;UK;2085067;227030;40851;2906;Low
Post_1133;Instagram;#Viral;Live Stream;India;4121250;73511;93273;36056;Medium
Post_1134;Twitter;#Fitness;Live Stream;USA;1706185;35065;44031;14777;Medium
Post_1135;Twitter;#Education;Video;Canada;697238;308437;36985;18584;Medium
Post_1136;TikTok;#Education;Live Stream;UK;492746;467395;66735;1125;Medium
Post_1137;Twitter;#Viral;Post;USA;2611265;196133;74984;14125;Medium
Post_1138;Instagram;#Challenge;Reel;UK;4248915;261493;87021;28833;Medium
Post_1139;YouTube;#Dance;Post;Canada;3239323;38620;936;18479;Low
Post_1140;Twitter;#Fashion;Live Stream;Canada;3551156;74808;24814;5993;Low
Post_1141;TikTok;#Tech;Post;Brazil;4569045;140232;946;8215;Medium
Post_1142;YouTube;#Tech;Post;Brazil;651443;338455;43231;38317;Low
Post_1143;TikTok;#Comedy;Post;India;3484442;290461;51999;5863;High
Post_1144;TikTok;#Gaming;Live Stream;Australia;497423;158956;68044;30123;Low
Post_1145;YouTube;#Viral;Post;Brazil;222706;422102;50384;8792;Medium
Post_1146;YouTube;#Viral;Live Stream;Japan;1128302;228488;52037;25873;Medium
Post_1147;YouTube;#Education;Live Stream;USA;2677335;7372;39950;10623;Medium
Post_1148;YouTube;#Education;Shorts;India;1050909;258178;5642;13315;Low
Post_1149;Twitter;#Education;Live Stream;Canada;1015391;388747;2397;15351;High
Post_1150;Twitter;#Fashion;Post;Canada;1217360;423212;78276;46525;Medium
Post_1151;TikTok;#Challenge;Tweet;Brazil;3371506;450959;9604;38602;Low
Post_1152;YouTube;#Music;Reel;USA;2477176;11709;98546;46222;High
Post_1153;Instagram;#Dance;Reel;Canada;2912775;178086;11014;25511;Medium
Post_1154;YouTube;#Music;Video;Brazil;962239;312622;27648;42018;Low
Post_1155;TikTok;#Challenge;Post;Brazil;3069640;139491;60853;30527;Medium
Post_1156;YouTube;#Education;Tweet;USA;1106136;186803;18713;7394;Medium
Post_1157;Instagram;#Tech;Reel;Canada;4018134;476460;96568;48685;Medium
Post_1158;Instagram;#Tech;Video;Brazil;1135196;106116;41569;21497;Medium
Post_1159;TikTok;#Education;Live Stream;Canada;136335;97707;63913;30021;Low
Post_1160;Instagram;#Music;Live Stream;Germany;312301;376135;50291;40981;High
Post_1161;Instagram;#Dance;Shorts;Brazil;2930383;479741;220;33112;Low
Post_1162;Twitter;#Fashion;Reel;India;963339;243870;4291;30134;Low
Post_1163;TikTok;#Dance;Tweet;Germany;2542362;339645;75620;27672;High
Post_1164;YouTube;#Music;Shorts;USA;929670;415475;77500;1737;Medium
Post_1165;Instagram;#Fashion;Reel;Germany;2808211;93056;17427;27332;Low
Post_1166;Twitter;#Challenge;Live Stream;India;209672;221957;65127;34835;Medium
Post_1167;Twitter;#Comedy;Tweet;Canada;3737771;3185;21475;43289;Medium
Post_1168;YouTube;#Challenge;Video;USA;4446755;221164;44206;37039;Low
Post_1169;TikTok;#Gaming;Post;UK;2013957;449783;37315;45597;Medium
Post_1170;TikTok;#Tech;Reel;Canada;1036784;398301;83508;44951;Medium
Post_1171;Twitter;#Education;Video;USA;3980555;275061;89641;47571;Low
Post_1172;TikTok;#Gaming;Video;Brazil;4198164;5801;27958;40130;High
Post_1173;Instagram;#Education;Tweet;USA;3123278;298146;8587;1236;Low
Post_1174;TikTok;#Gaming;Video;Japan;2064157;356084;56738;25612;Low
Post_1175;TikTok;#Education;Post;USA;2074835;47157;47309;8648;Medium
Post_1176;TikTok;#Education;Reel;USA;4860381;322942;75521;4830;High
Post_1177;Instagram;#Fashion;Reel;Brazil;3599873;278305;77717;19512;Low
Post_1178;TikTok;#Gaming;Reel;Brazil;3940481;94795;68944;47811;Medium
Post_1179;TikTok;#Fashion;Reel;UK;3402318;493021;14422;17661;Medium
Post_1180;Instagram;#Tech;Post;Germany;2836169;142049;19440;32540;High
Post_1181;Instagram;#Fashion;Tweet;Australia;3207625;410976;85117;37271;Low
Post_1182;Twitter;#Tech;Post;Australia;3036452;221744;11077;49900;High
Post_1183;TikTok;#Music;Reel;Japan;4172163;236621;13929;2337;High
Post_1184;Twitter;#Fitness;Video;India;1588694;85453;32995;47809;Low
Post_1185;TikTok;#Education;Reel;Germany;4698854;234921;87352;22243;High
Post_1186;TikTok;#Dance;Shorts;Germany;1435830;117831;84434;24859;High
Post_1187;TikTok;#Dance;Shorts;Australia;3990883;491508;66058;37043;Medium
Post_1188;Twitter;#Education;Post;Canada;778600;491963;55403;8603;Low
Post_1189;TikTok;#Comedy;Live Stream;Brazil;4103458;118601;51035;44941;Low
Post_1190;TikTok;#Dance;Video;Australia;4149798;198160;72234;42191;Medium
Post_1191;Twitter;#Music;Video;Japan;3312891;292286;6952;23430;Low
Post_1192;TikTok;#Music;Video;India;1154890;242791;31594;24465;Low
Post_1193;YouTube;#Fitness;Video;Germany;2289467;55335;94333;43209;High
Post_1194;Twitter;#Gaming;Post;India;950724;371343;52165;30174;Medium
Post_1195;Twitter;#Education;Post;Japan;4641254;378649;39504;22534;High
Post_1196;YouTube;#Challenge;Reel;USA;633478;356209;80366;48809;Low
Post_1197;Twitter;#Fashion;Reel;Australia;513065;249364;19912;7312;Medium
Post_1198;Twitter;#Gaming;Tweet;Japan;2165655;124165;5295;34518;High
Post_1199;Instagram;#Education;Video;USA;4029746;268583;97064;12067;Low
Post_1200;YouTube;#Music;Video;Japan;505913;272303;96744;360;High
Post_1201;TikTok;#Challenge;Reel;USA;4486868;94546;72083;47825;Low
Post_1202;Instagram;#Fitness;Live Stream;UK;4184048;287717;88326;45451;Medium
Post_1203;Twitter;#Fitness;Post;Germany;2435410;326186;1739;5729;Low
Post_1204;Instagram;#Education;Video;USA;1171718;339285;76401;22897;High
Post_1205;Twitter;#Comedy;Shorts;Brazil;4098970;468202;10925;38510;High
Post_1206;YouTube;#Viral;Video;Australia;1538823;307662;59624;8124;Low
Post_1207;Twitter;#Fitness;Video;USA;2595660;434540;40012;13478;High
Post_1208;TikTok;#Gaming;Shorts;Australia;3521130;260136;65723;32176;Low
Post_1209;Instagram;#Gaming;Tweet;India;3589308;407373;70852;20849;High
Post_1210;YouTube;#Comedy;Tweet;UK;1035365;326981;34821;2572;High
Post_1211;Instagram;#Education;Reel;UK;2315963;306373;6915;33050;Medium
Post_1212;YouTube;#Education;Reel;Canada;2676777;488199;52014;45422;Medium
Post_1213;Instagram;#Viral;Video;Canada;2950546;305105;99587;34102;Medium
Post_1214;TikTok;#Fashion;Tweet;USA;3368170;17758;93392;19981;High
Post_1215;YouTube;#Fashion;Reel;Japan;4736019;308046;88779;33858;Medium
Post_1216;TikTok;#Gaming;Reel;Japan;2258063;241357;49321;14634;Low
Post_1217;YouTube;#Comedy;Live Stream;Germany;4989820;166706;39793;15510;High
Post_1218;YouTube;#Tech;Post;Germany;4766161;384232;67245;8995;Medium
Post_1219;TikTok;#Challenge;Reel;UK;4706101;198755;73600;39098;Low
Post_1220;Twitter;#Fashion;Live Stream;Canada;1726804;328441;44676;1323;High
Post_1221;YouTube;#Dance;Tweet;Canada;3218932;135138;58808;4020;Medium
Post_1222;Instagram;#Education;Live Stream;Germany;1374292;468164;79559;11612;Low
Post_1223;Twitter;#Gaming;Shorts;Japan;2307722;112883;48860;26500;High
Post_1224;TikTok;#Fitness;Post;USA;3943560;361857;53708;10889;High
Post_1225;YouTube;#Viral;Tweet;USA;4397362;416040;26255;37205;Medium
Post_1226;Instagram;#Tech;Reel;India;2904623;210629;93645;25652;High
Post_1227;YouTube;#Dance;Reel;USA;4648895;334635;14885;39943;High
Post_1228;YouTube;#Education;Tweet;Japan;2182075;401349;79190;49849;High
Post_1229;YouTube;#Tech;Tweet;Germany;3686801;289690;37216;29859;Low
Post_1230;Instagram;#Music;Video;UK;436676;411915;89675;24765;Low
Post_1231;Instagram;#Challenge;Tweet;Germany;1021135;442784;49480;32668;High
Post_1232;Twitter;#Music;Tweet;USA;2616896;411249;93026;8004;High
Post_1233;Instagram;#Fitness;Reel;Canada;80333;106027;74544;43880;Low
Post_1234;YouTube;#Dance;Post;USA;2286789;161388;40096;47798;Medium
Post_1235;Twitter;#Tech;Tweet;Canada;803980;242545;76839;34020;Low
Post_1236;YouTube;#Fitness;Reel;Japan;1658169;328783;1574;11658;High
Post_1237;Twitter;#Dance;Post;Japan;723296;216935;93964;23402;Low
Post_1238;TikTok;#Tech;Tweet;Japan;3206060;426226;17467;29795;High
Post_1239;TikTok;#Tech;Post;Japan;1655182;289945;93775;32084;High
Post_1240;TikTok;#Viral;Video;Australia;1476674;464620;19688;29990;Low
Post_1241;Twitter;#Viral;Shorts;Brazil;1771174;91099;97414;3140;Low
Post_1242;TikTok;#Challenge;Reel;Australia;3327212;134040;6283;36793;High
Post_1243;TikTok;#Gaming;Post;India;690673;437322;28171;24122;Medium
Post_1244;YouTube;#Gaming;Tweet;Australia;3569008;137418;23331;49305;Medium
Post_1245;TikTok;#Dance;Tweet;Brazil;3099684;153065;41200;7632;Low
Post_1246;Twitter;#Music;Reel;Japan;3710671;76950;26333;7103;Medium
Post_1247;Instagram;#Education;Post;Canada;3188483;368317;49091;21981;Low
Post_1248;TikTok;#Comedy;Live Stream;USA;2801347;499380;60311;12282;High
Post_1249;TikTok;#Challenge;Live Stream;USA;2248578;93218;59577;14331;Medium
Post_1250;Twitter;#Music;Live Stream;Australia;1609482;403027;23102;44642;High
Post_1251;YouTube;#Challenge;Live Stream;Brazil;4251376;37945;3378;26696;Low
Post_1252;YouTube;#Challenge;Reel;India;1358058;300720;59766;43145;Medium
Post_1253;TikTok;#Tech;Tweet;India;2606224;69943;67574;13284;Medium
Post_1254;Instagram;#Viral;Video;Brazil;3442475;429165;1181;16421;Medium
Post_1255;Twitter;#Dance;Live Stream;Australia;3909627;162796;63419;5547;High
Post_1256;YouTube;#Education;Post;Germany;4022893;120768;54001;43214;Medium
Post_1257;TikTok;#Fitness;Live Stream;Canada;2288198;160224;63631;2779;High
Post_1258;YouTube;#Fashion;Post;Germany;1707547;468293;62396;41097;Medium
Post_1259;TikTok;#Dance;Reel;USA;167982;473290;53315;22117;High
Post_1260;Twitter;#Tech;Shorts;India;1723036;269685;15870;11719;Low
Post_1261;Instagram;#Tech;Video;Germany;1368137;220395;47904;42984;Low
Post_1262;Instagram;#Comedy;Shorts;Brazil;1753723;413003;90078;39688;High
Post_1263;Twitter;#Music;Live Stream;USA;4289386;188014;39473;14691;Low
Post_1264;Twitter;#Comedy;Video;USA;3356274;322024;4474;33051;High
Post_1265;Instagram;#Dance;Tweet;Germany;2213124;480760;63167;20082;High
Post_1266;TikTok;#Comedy;Video;Canada;1714956;137707;28180;47207;Medium
Post_1267;TikTok;#Comedy;Shorts;UK;2347135;149856;83261;13888;Low
Post_1268;YouTube;#Tech;Reel;Canada;3849864;429897;10666;23842;Medium
Post_1269;TikTok;#Fitness;Shorts;USA;2458064;428601;16411;12329;Medium
Post_1270;TikTok;#Fashion;Tweet;UK;4138951;356632;57983;12027;High
Post_1271;Twitter;#Tech;Reel;USA;786091;115476;45804;33532;Low
Post_1272;Instagram;#Comedy;Tweet;Australia;2428341;178208;2717;10620;High
Post_1273;Instagram;#Music;Reel;Australia;1934060;55050;41483;39848;Medium
Post_1274;YouTube;#Comedy;Live Stream;UK;3328075;305353;8424;46784;Medium
Post_1275;Instagram;#Challenge;Shorts;India;4618662;1774;38568;31300;Low
Post_1276;YouTube;#Education;Video;Brazil;2637799;128740;47263;25381;Low
Post_1277;Twitter;#Viral;Post;Japan;1021175;427434;92929;40158;Medium
Post_1278;Instagram;#Fashion;Post;India;136708;9741;60279;1977;Medium
Post_1279;TikTok;#Tech;Live Stream;Brazil;4820047;240695;76116;10533;Low
Post_1280;YouTube;#Tech;Video;Canada;1417619;261333;28832;33631;Medium
Post_1281;Instagram;#Challenge;Shorts;Canada;3373662;127818;52586;17121;Medium
Post_1282;Twitter;#Viral;Live Stream;Australia;280264;24388;40754;36005;Low
Post_1283;YouTube;#Dance;Post;Brazil;1412186;348080;24255;47797;Low
Post_1284;YouTube;#Comedy;Live Stream;Australia;2440607;59389;15997;21735;Low
Post_1285;YouTube;#Viral;Live Stream;Canada;1212383;134452;16512;26744;Low
Post_1286;YouTube;#Education;Shorts;India;2561337;468506;33962;5509;Low
Post_1287;YouTube;#Dance;Post;Japan;886874;374139;41228;35296;High
Post_1288;TikTok;#Tech;Tweet;Brazil;1622096;119815;41769;1529;Medium
Post_1289;Instagram;#Gaming;Post;Brazil;946358;304294;25948;35055;Low
Post_1290;Twitter;#Music;Video;Germany;4119667;242655;41085;3854;High
Post_1291;TikTok;#Education;Post;USA;3974573;400911;46622;18136;Low
Post_1292;YouTube;#Challenge;Post;India;2764814;67913;48844;32596;Low
Post_1293;Instagram;#Dance;Post;Canada;3105914;310842;86059;25445;Low
Post_1294;YouTube;#Fitness;Video;UK;2289887;411599;6923;34729;High
Post_1295;YouTube;#Education;Video;Japan;1213734;342720;58380;21282;Medium
Post_1296;YouTube;#Fitness;Video;Germany;264136;434933;9642;7876;High
Post_1297;Twitter;#Dance;Shorts;Germany;1661537;8669;88291;10996;Low
Post_1298;Instagram;#Music;Live Stream;UK;643763;472554;57987;11509;High
Post_1299;TikTok;#Dance;Reel;Australia;1296499;230354;67311;23584;Low
Post_1300;TikTok;#Comedy;Post;Germany;1205102;220248;24146;6273;High
Post_1301;Twitter;#Comedy;Post;India;3264905;287339;75893;22514;Low
Post_1302;TikTok;#Fashion;Tweet;Japan;4295107;52742;18986;7245;Medium
Post_1303;YouTube;#Tech;Tweet;Canada;736289;485171;37329;48944;Medium
Post_1304;Twitter;#Gaming;Tweet;UK;961783;142483;59165;21732;Medium
Post_1305;Instagram;#Challenge;Live Stream;UK;3171066;339557;4006;12554;Medium
Post_1306;YouTube;#Comedy;Live Stream;Canada;2389579;152619;48984;25191;Medium
Post_1307;TikTok;#Challenge;Shorts;India;804183;164716;88378;8578;Medium
Post_1308;Twitter;#Music;Reel;India;278830;96874;13638;40689;Medium
Post_1309;YouTube;#Fitness;Shorts;UK;894414;424359;9498;48618;High
Post_1310;YouTube;#Viral;Reel;UK;3175002;317730;81407;42155;Low
Post_1311;YouTube;#Dance;Reel;Brazil;2362838;3194;35532;3408;High
Post_1312;TikTok;#Dance;Video;USA;2010391;142135;17115;37585;Low
Post_1313;Twitter;#Music;Tweet;UK;1333519;33634;67008;19020;Medium
Post_1314;TikTok;#Challenge;Video;USA;2851867;407380;86927;39494;Low
Post_1315;Instagram;#Education;Reel;Canada;330476;485696;2619;4585;Low
Post_1316;Twitter;#Comedy;Post;Australia;1068462;397476;34854;18603;Medium
Post_1317;Twitter;#Tech;Live Stream;Australia;370537;271989;18364;40465;Low
Post_1318;Twitter;#Fitness;Video;Germany;2055018;318200;34749;4831;High
Post_1319;Instagram;#Dance;Video;Brazil;1179104;355660;14269;32625;Medium
Post_1320;Twitter;#Fashion;Reel;USA;842477;301736;68814;19088;Low
Post_1321;Instagram;#Fashion;Live Stream;India;739337;157550;81164;9915;Medium
Post_1322;Twitter;#Fitness;Shorts;Australia;4500031;189284;97120;44811;Medium
Post_1323;YouTube;#Education;Tweet;UK;1215133;357427;68104;34015;Low
Post_1324;Instagram;#Challenge;Post;Brazil;449348;35182;4716;18161;High
Post_1325;Twitter;#Dance;Reel;India;1190740;213240;94333;16398;Medium
Post_1326;YouTube;#Fashion;Post;Brazil;1118979;426061;23299;8196;Medium
Post_1327;Instagram;#Fashion;Tweet;Brazil;4007152;432650;96770;7738;Medium
Post_1328;Twitter;#Fashion;Post;Japan;3390112;413183;6201;2949;Low
Post_1329;Instagram;#Viral;Reel;Canada;4223266;5635;13422;13879;Low
Post_1330;Twitter;#Tech;Tweet;USA;837863;264887;35633;21578;High
Post_1331;Twitter;#Viral;Tweet;Germany;3425267;229865;43423;22490;Low
Post_1332;Twitter;#Education;Shorts;Germany;4347648;241142;55800;165;High
Post_1333;TikTok;#Music;Video;UK;2454558;271958;31163;46231;High
Post_1334;Twitter;#Fitness;Video;Brazil;4328041;127158;91300;2263;Low
Post_1335;TikTok;#Tech;Live Stream;Germany;4511744;254344;59222;41866;Medium
Post_1336;YouTube;#Fashion;Live Stream;Japan;4610463;425376;84697;14385;Medium
Post_1337;Instagram;#Education;Live Stream;Germany;2277825;468829;14948;24904;Low
Post_1338;YouTube;#Music;Live Stream;Japan;3893120;140608;79169;3536;High
Post_1339;TikTok;#Gaming;Video;Canada;323133;316119;92969;275;Low
Post_1340;TikTok;#Comedy;Reel;Japan;4714288;367578;82639;34084;High
Post_1341;Instagram;#Viral;Reel;Japan;2449412;260270;93639;48015;Medium
Post_1342;Instagram;#Fashion;Video;Germany;3525460;12794;64359;44733;Low
Post_1343;YouTube;#Viral;Reel;Canada;4742368;54608;90554;26913;Medium
Post_1344;Instagram;#Fashion;Reel;Australia;2884482;205837;18884;34478;High
Post_1345;TikTok;#Education;Tweet;Japan;2816091;31691;13582;28775;Medium
Post_1346;Twitter;#Challenge;Tweet;Canada;4467747;342278;65649;39380;Medium
Post_1347;YouTube;#Music;Reel;USA;4985164;47700;96055;48941;High
Post_1348;TikTok;#Comedy;Shorts;Germany;4745468;126563;37361;35102;High
Post_1349;YouTube;#Tech;Video;UK;4193386;430264;84216;12887;Low
Post_1350;YouTube;#Education;Tweet;USA;1406438;73183;6162;13527;Medium
Post_1351;YouTube;#Dance;Live Stream;Germany;4920264;398327;3628;34070;Medium
Post_1352;TikTok;#Fitness;Live Stream;Australia;675163;272637;95308;27495;High
Post_1353;YouTube;#Fitness;Shorts;Germany;3156979;486439;65910;47543;Medium
Post_1354;Twitter;#Dance;Reel;Canada;2825287;117638;95968;7429;High
Post_1355;Instagram;#Comedy;Live Stream;India;4880933;424044;36411;15765;Low
Post_1356;TikTok;#Comedy;Shorts;Japan;203380;209884;73618;20779;Low
Post_1357;Instagram;#Viral;Live Stream;Germany;1591371;457773;5808;24319;High
Post_1358;Twitter;#Tech;Shorts;India;3671946;28063;80288;21251;Low
Post_1359;Instagram;#Music;Shorts;Germany;4747943;215327;30817;27401;High
Post_1360;Twitter;#Fashion;Live Stream;Germany;2578412;251504;84789;13528;Medium
Post_1361;YouTube;#Viral;Video;India;1449220;225649;39904;16363;Low
Post_1362;YouTube;#Challenge;Post;Japan;597344;17521;66825;29302;Medium
Post_1363;TikTok;#Comedy;Video;Canada;1009899;476137;3228;47964;Low
Post_1364;YouTube;#Fashion;Shorts;USA;3120029;151582;8928;27509;Medium
Post_1365;TikTok;#Gaming;Tweet;Australia;2364689;57101;14115;11231;High
Post_1366;YouTube;#Gaming;Video;Canada;853053;422491;51824;41589;Low
Post_1367;TikTok;#Dance;Post;Germany;318179;247637;74541;9632;Low
Post_1368;Twitter;#Fashion;Tweet;UK;2205622;171076;81828;23677;Medium
Post_1369;TikTok;#Viral;Post;Canada;963137;158489;94198;2651;Low
Post_1370;Twitter;#Tech;Video;Canada;4356359;427373;98628;27675;Low
Post_1371;Instagram;#Challenge;Tweet;Australia;1180989;109429;18098;33218;Medium
Post_1372;YouTube;#Challenge;Reel;Brazil;3465465;146955;2010;4596;High
Post_1373;Instagram;#Comedy;Reel;India;2744810;30544;94790;20833;Medium
Post_1374;Twitter;#Fitness;Video;UK;4517381;232135;69688;1995;Low
Post_1375;Twitter;#Fitness;Video;Canada;4496073;124732;19857;2918;Medium
Post_1376;Instagram;#Fashion;Live Stream;Germany;323411;56058;33031;39409;High
Post_1377;YouTube;#Education;Reel;Germany;1690683;485592;49331;19554;High
Post_1378;TikTok;#Music;Reel;Canada;4125312;360231;50867;10401;Medium
Post_1379;Instagram;#Education;Reel;India;3262393;454181;90442;5100;Low
Post_1380;TikTok;#Fitness;Shorts;Brazil;1323089;321120;43717;31601;High
Post_1381;YouTube;#Fitness;Reel;Germany;4993673;462012;14851;39245;Low
Post_1382;YouTube;#Gaming;Shorts;USA;1871397;491635;26412;40281;High
Post_1383;Twitter;#Music;Live Stream;Germany;1091382;169871;69296;28132;Medium
Post_1384;Instagram;#Gaming;Tweet;Brazil;3717231;417599;10888;30642;Low
Post_1385;Twitter;#Challenge;Shorts;UK;3351844;109560;72783;24165;High
Post_1386;YouTube;#Education;Post;USA;1088400;219478;50960;9544;Low
Post_1387;TikTok;#Music;Tweet;UK;1068851;486900;57469;18804;Low
Post_1388;YouTube;#Tech;Shorts;Brazil;4256215;226028;42182;44655;Low
Post_1389;Twitter;#Education;Post;Canada;2875825;267989;33779;31998;High
Post_1390;YouTube;#Tech;Tweet;Germany;1064061;290505;80733;47868;Low
Post_1391;TikTok;#Fitness;Reel;Canada;3806689;20540;47457;9403;High
Post_1392;Twitter;#Gaming;Post;Japan;4581334;82540;38617;2955;High
Post_1393;TikTok;#Challenge;Shorts;India;1122575;36002;75771;49277;Medium
Post_1394;TikTok;#Gaming;Video;UK;3589440;232704;14507;29927;High
Post_1395;Twitter;#Viral;Post;Canada;3436501;353078;6086;47414;Medium
Post_1396;YouTube;#Education;Live Stream;Australia;4946463;445158;72002;36183;Low
Post_1397;Twitter;#Challenge;Reel;USA;1687923;409229;27714;13106;Medium
Post_1398;TikTok;#Dance;Live Stream;Brazil;924656;154970;2083;31448;High
Post_1399;YouTube;#Gaming;Shorts;USA;3630952;413617;89862;4384;Medium
Post_1400;Instagram;#Comedy;Live Stream;Australia;23823;40878;92816;32364;Medium
Post_1401;Twitter;#Tech;Video;Germany;3270361;115776;61334;8923;Low
Post_1402;TikTok;#Fitness;Video;UK;534126;87051;54840;1455;Medium
